title;sentence;sentence_id;health;healthSubclass;water;waterSubclass;agriculture;agricultureSubclass;culturesAffected;economy;economySubclass;social;socialSubclass;infrastructure;infraSubclass
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In addition, much of the groundwater (and soil) in the flood region was mixed with oil (from destroyed residential oil tanks), chemicals such as fertilizers (from wineries and other agriculture) and chemicals from nearby industrial plants.;BC2021_55;;;1;QUAL;;;;;;;;;
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In the heavily destroyed town of Bad Münstereifel (in the state of North Rhine-Westphalia), drinking water supply was re-established within 5 d after the flood event (most frequently through emergency tanks), and about 50 % of the city centre was reconnected to the fresh-water network shortly thereafter however, water had to be boiled before consumption until about 1 month later (Bad Münstereifel, 2021).;BC2021_57;;;1;AVLB;;;;;;;;1;SANIT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In Belgium, several towns experienced disruptions in water supply (in particular as a result of pollution).;BC2021_58;;;1;AVLB;;;;;;;;1;SANIT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Directly after the event, approximately 3400 families had no access to potable water.;BC2021_59;;;1;AVLB;;;;;;;;1;SANIT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;"""However, there is a large pressure on the solid-waste sector to clean the affected areas; 1 month after the event, we observed dozens of large temporary waste fills and frequent incidences of oil pollution in Rhineland-Palatinate during a field visit.""";BC2021_64;;;;;;;;;;;;1;SANIT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In the Ahrweiler district alone, the flood caused as much solid waste as normally would be collected over 30 years.;BC2021_65;;;;;;;;;;;;1;SANIT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In Belgium, the amount of solid waste is estimated around 160 000 t, stored at several places, such as the abandoned highway track A601.;BC2021_66;;;;;;;;;;;;1;SANIT, TRSP
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In the Netherlands, there have been primarily problems with waste deposits along the river banks, which is mostly the solid waste transported by the river from further upstream.;BC2021_68;;;1;QUAL;;;;;;;;1;SANIT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Thousands of tonnes of tree debris (logs and deadwood) were recycled in the Ahr valley.;BC2021_69;;;1;QUAL;;;;;;;;;
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;2.5 Telecommunication In Germany, all severely affected areas experienced disruption of mobile network services.;BC2021_72;;;;;;;;;;;;1;IT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In the Netherlands, approximately 7000 households were affected by disrupted telecommunication service.;BC2021_77;;;;;;;;;;;;1;IT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;This was primarily due to flooded telecommunication infrastructure in the direct vicinity of flooded houses.;BC2021_78;;;;;;;;;;;;1;IT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;However, some distribution cabinets were flooded as well, with the largest flooded cabinet affecting around 700 households.;BC2021_79;;;;;;;;;;;;1;IT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Due to damaged bridges, several fibre cables were damaged.;BC2021_80;;;;;;;;;;;;1;IT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Five telecommunication masts were affected as well, but “tuning” of the network ensured that the service disruption was kept to a minimum (Task Force Fact Finding Hoogwater, 2021).;BC2021_81;;;;;;;;;;;;1;IT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;2.6 Healthcare and education In Germany, an estimated 180 general-practitioner practices have been affected by the flood event.;BC2021_82;;;;;;;;;;;;1;STRAIN, PUBL
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Impacts range from completely destroyed to unable to operate due to a lack of running water and electricity (Ärzte Zeitung, 2021).;BC2021_83;;;;;;;;;;;;1;ENER, SANIT
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In the state of North Rhine-Westphalia, approximately 68 hospitals have been affected, of which several have been affected severely and will take at least 1.5 years to be rebuilt (Fig. 2).;BC2021_85;;;;;;;;;;;;1;STRAIN
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Direct damages are estimated to be at least EUR 100 million to repair all medical facilities (Korzilius, 2021).;BC2021_86;;;;;;;;1;ECOG;;;1;STRAIN
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In the town of Eschweiler (Germany), for example, the basement of the hospital was flooded, as well as the outbuildings and the entire outdoor area.;BC2021_87;;;;;;;;;;;;1;STRAIN
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;The power supply collapsed, the entire building technology was destroyed and some 300 patients had to be evacuated by helicopter.;BC2021_88;;;;;;;;;;;;1;STRAIN, ENER
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Property damage is expected to be around EUR 50 million.;BC2021_89;;;;;;;;1;ECOG;;;;
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;The Mutterhaus Ehrang hospital in Trier (Germany) is now permanently closed as the hospital is too severely damaged to rebuild.;BC2021_91;;;;;;;;;;;;1;STRAIN
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Furthermore, in the region of Rhineland-Palatinate (Germany), 19 daycare centres and 17 schools suffered damage from the floods, affecting more than 8000 students (Staib, 2021).;BC2021_92;;;;;;;;;;;;1;PUBL
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In Belgium, various rural clinics have been affected and were unable to provide any services.;BC2021_94;;;;;;;;;;;;1;STRAIN
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Concurrently, in the most affected areas, general-practitioner facilities have been completely destroyed (Le Spécialiste, 2021).;BC2021_95;;;;;;;;;;;;1;STRAIN
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;In the Netherlands, one nursing home was flooded, and one hospital was evacuated as a precautionary measure.;BC2021_96;;;;;;;;;;;;1;STRAIN
Brief communication: Critical infrastructure impacts of the 2021 mid-July western European flood event;Reconnaissance observations (August 2021) along the rivers Ahr and Erft (Lemnitzer et al., 2022) documented severe, as well as irreparable, damage to bridges designed and constructed within the last 2 decades and total destruction of almost all historical bridges, typically constructed on shallow foundations.;BC2021_107;;;;;;;;;;;;1;TRSP, RECR
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;During the hurricane season in 2017, the U.S. suffered economic losses of more than $260 billion from 17 storms way above the previous record of about $159 billion in the 2005 hurricane season [1].;HCHTXS_3;;;;;;;;1;ECOG;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Among the advent of hurricanes in 2017, Hurricane Harvey, Maria, and Irma resulted in total costs of $125 billion, $90 billion, and $50 billion, respectively, with the total costs already adjusted for inflation [2].;HCHTXS_4;;;;;;;;1;ECOG;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Hurricane Harvey was the most serious one, causing extensive damage to the industrial plants located in the Gulf of Mexico region.;HCHTXS_5;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Hurricane Harvey (2017) was the second-costliest hurricane after Hurricane Katrina (2005) in the U.S.;HCHTXS_10;;;;;;;;1;ECOG;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Millions of pounds of pollutants released from Houston's industrial plants in the days after Hurricane Harvey [10].;HCHTXS_13;;;;;;;;;;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;More than 40 plants were damaged, and over 100 spillage events of toxics and chemicals were reported [11].;HCHTXS_14;;;1;QUAL;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Finally, our study has resulted in the development of a database of 43 spillage events during Hurricane Harvey [34], including 22 records from the NRC database and the rest from TCEQ database.;HCHTXS_55;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Seven Natechs occurred in Jefferson County around the Port Arthur and Port Neches, where the maximum accumulated rainfall exceeded 1270 mm (50 inches).;HCHTXS_79;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;For Harvey, the impacts were mostly due to rainfall and flood (Murphy, 2018).;HCHTXS_90;;;;;;;;;;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;This indicates that the flood depth below 1 m can already cause damage to industrial facilities.;HCHTXS_94;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Where the flood depth is between 1 m and 2 m, all the 4 types of equipment could be found among the damaged equipment.;HCHTXS_95;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;However, for flood depths greater than 3 m, only damage to storage tanks has been reported.;HCHTXS_96;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Both events were caused by flooding: In the first event, approximately 11000 barrels of gasoline were released from two storage tanks at Magellan Midstream Partners Galena Park terminal [42].;HCHTXS_100;;;;;;;;;;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;This spillage has accounted for the largest release to the environment during Hurricane Harvey.;HCHTXS_101;;;;;;;;;;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;For six days from the 25th of August to August 30, 2017, Harvey dumped more than 1016 mm (40 inches) of rain across southeast Texas, causing catastrophic damage to industrial infrastructure.;HCHTXS_110;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Also, there are at least 13 floating roof storage tanks in which damage were caused by the historic rainfall.;HCHTXS_114;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;However, most damage to storage tanks from Hurricane Harvey occurred due to heavy rainfall.;HCHTXS_119;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Harvey's recorded rainfall exposed problems to large storage tanks with floating roofs in the Houston area.;HCHTXS_120;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;More than 1016 mm (40 inches) of rain that came with Harvey caused over 13 floating roofs to sink or damage.;HCHTXS_122;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Damage to floating roof storage tanks due to Harvey's extreme rainfall [31].;HCHTXS_125;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;Like Katrina, the failure modes such as flood-induced floatation and turn over occurred during Harvey.;HCHTXS_142;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;However, unlike Katrina, at least 13 floating roof tanks failed due to heavy rain during Harvey.;HCHTXS_143;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;However, no one would have expected that the enormous rainfall brought by Harvey could have caused catastrophic damage to the floating roof storage tanks.;HCHTXS_153;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;The main outcomes of the present study can be summarized as: Hurricane Harvey resulted in extraordinary damage to onshore industrial facilities.;HCHTXS_158;;;;;;;;1;INDS;;;;
An overview of the impact of Hurricane Harvey on chemical and process facilities in Texas;The results obtained in the present study indicate that rainfall and flood were responsible for the majority of Natechs during Harvey.;HCHTXS_161;;;;;;;;1;INDS;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;There is mounting evidence that sand and dust storms are associated with adverse effects on child health, including increases in mortality and the risk of respiratory, cardiovascular, and cardiopulmonary diseases.4,  5,  6;PSDBCC_9;1;PREG, RESP, MORT, OTHER;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;Several studies show evidence that prenatal exposure to dust events significantly lowers birthweight, reduces gestational time, and increases infant mortality.7,  8;PSDBCC_10;1;PREG, MORT;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;In studies in human beings, negative associations have been identified between prenatal exposure to some types of air pollutants, such as polycyclic aromatic hydrocarbons, NO2, fine and coarse particles, and children's cognitive function.12,  13,  14,  15;PSDBCC_13;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;Moreover, since sand and dust storms are concentrated in the spring months, children born in different months of the same year are exposed to sand and dust storms during different periods of fetal development.;PSDBCC_19;;;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;Substantial evidence has shown that the child, parent, and household characteristics in table 1 are significantly associated with children's cognitive development28,  29 and are also potentially associated with prenatal exposure to harmful environmental pollutants, including sand and dust storms.16,  30;PSDBCC_89;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;Each 10 additional days of in-utero exposure to sand and dust storms was associated with a reduction of 0·20 SD (95% CI 0·06 to 0·35, p=0·009) in word-recognition test scores, but no significant change in mathematics test scores (–0·02 SD, −0·19 to 0·15, p=0·629).;PSDBCC_127;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;Additionally, each 10 additional days of exposure delayed the age at which children first spoke in whole sentences by 0·04 months (–0·00 to 0·09, p=0·089) and the age at which they first counted from one to ten by 0·14 months (0·03 to 0·25, p=0·021).;PSDBCC_128;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;In the analysis of the interaction between gestational month and exposure to sand and dust storms, mathematics test scores, word-recognition test scores, and the age at which the child began speaking in whole sentences were negatively associated with exposure to sand and dust storms during the sixth, seventh and eighth gestational months (figure 3).;PSDBCC_133;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;This finding suggests that the overall negative associations between prenatal exposure to sand and dust storms and cognitive health could have been driven by exposure during the sixth, seventh, and eighth months of gestation.;PSDBCC_134;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;The result was also similar in the age at which children began counting from one to ten, with negative associations during the sixth and seventh gestational months.;PSDBCC_135;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;In our study, prenatal exposure to sand and dust storms was associated with poorer cognitive outcomes in children.;PSDBCC_142;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;The effect varied by the gestational month in which exposure occurred.;PSDBCC_143;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;We found that exposure to sand and dust storms during the sixth and seventh months of gestation was significantly associated with poorer future cognitive function, with consistent results across statistical models.;PSDBCC_144;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;The ages at which children started speaking in sentences and counting to ten were also delayed by an average of 0·11 months and 0·07 months, respectively (appendix).;PSDBCC_146;1;PREG;;;;;;;;;;;
Prenatal exposure to sand and dust storms and children's cognitive function in China: a quasi-experimental study;Finally, the strong winds and the dry soil surfaces, the two necessary conditions for the occurrence of sand and dust storms, might affect maternal and child health through other channels, such as reducing food productivity, triggering infectious diseases, or affecting electricity and water supply.;PSDBCC_180;1;PREG;;;;;;;;;;;
The 2022 Summer record-breaking heatwave and health information-seeking behaviours: an infodemiology study in Mainland China;Existing studies worldwide have found that heatwaves can increase morbidity and mortality from a wide range of diseases such as cardiovascular diseases, respiratory diseases and urological diseases.;HISIBH_3;1;MORT, RESP, OTHER;;;;;;;;;;;
The 2022 Summer record-breaking heatwave and health information-seeking behaviours: an infodemiology study in Mainland China;Similar to the effect of the 2022 heatwave on seeking behaviours for heatstroke, the increases in both the intensity and duration of the 2022 heatwave could increase seeking behaviours for urological diseases.;HISIBH_83;1;RESP, OTHER;;;;;;;;;;;
The 2022 Summer record-breaking heatwave and health information-seeking behaviours: an infodemiology study in Mainland China;Our study also found that an increase in the intensity or duration of the 2022 heatwave could increase health information-seeking behaviours for cardiovascular and respiratory diseases.;HISIBH_88;1;RESP, OTHER;;;;;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;Over the years, all villages and urban centres in the GLLM experienced moderate droughts that resulted in majority of earth dams and boreholes drying up [23].;H14GLM_42;;;1;AVLB;;;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;The drought was characterised by reduced seasonal rainfall and extremely hot environmental temperatures that led to dried-up rivers, a declining groundwater table, deteriorated water quality, dry lands and animal mortalities.;H14GLM_44;;;1;AVLB, QUAL;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;This drought impacted people, livestock and crops, with implications for people's socioeconomic status.;H14GLM_45;;;;;1;AGRI, ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;After the drought, the average number of animals that farmers owned dropped to 21.64 (SD = 18.51).;H14GLM_148;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;On average, each farmer lost about 4.9 animals (SD = 4.06), while the average number of animals slaughtered by each farmer to alleviate the effect of the drought was 1.67 (SD = 1.22).;H14GLM_149;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;Table 4 below shows the factors associated with animal loss during the drought.;H14GLM_156;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;The predicted log count of animals lost by farmers in Bellevue was 0.199 (95% CI: 0.380 -0.019) units less than that for farmers in the Sekgosese centre, which was the referent category.;H14GLM_160;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;But the predicted log count of animals lost in Mokwakwaila was 0.568 (95% CI: 0.405 0.731) units greater than that for farmers in Sekgosese.;H14GLM_161;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;"Being a widow (B = 0.377; 95% CI: 0.098 0.654, p = 0.008) and a widower (B = 0.290; 95% CI: 0.0212 0.559, p = 0.034) were both significant positive predictors of the number of animals lost.";H14GLM_162;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;The predicted log count of animals lost by farmers who were widows was 0.377 units greater than for farmers who were single (the referent category).;H14GLM_163;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;Likewise, the predicted log count of animals lost by farmers who were widowers was 0.29 units greater than for single farmers.;H14GLM_164;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;The predicted log count of animals lost by married farmers was 0.060 (95% CI: 0.305 0.183) units less than for single farmers, while for divorced farmers, the predicted log count of animals lost was 0.035 (95% CI: 0.316 0.246) units less than for single farmers.;H14GLM_165;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;"Not receiving assistance from government agencies was a significant predictor of animal loss during the drought period (B = 0.324; 95% CI: 0.189 0.459, p = 0.0001).";H14GLM_167;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;The predicted log count of animals lost by farmers who did not get assistance was 0.324 units greater than for those who received assistance.;H14GLM_168;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;"Years of experience of farming was also a significant predictor of animal loss during the drought period (B = 0.022; 95% CI: 0.010 0.033, p = 0.0001).";H14GLM_169;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;For every increase in the number of years of experience in farming, the farmers lost an additional 0.022 units of animals.;H14GLM_170;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;The scarcity of water in the GLLM [23,43] explains why as many as 32.74% of the participants had to walk their animals for long distances to reach water from the river streams.;H14GLM_226;;;1;AVLB;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;If this were not the case, smallholder farmers would have been able to cope better and would not have had to walk their animals for long distances in search of water.;H14GLM_238;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;It has been observed that areas with high percentage of farmers who depend on rainfed agriculture for their livelihoods tend to be very vulnerable to drought conditions [13].;H14GLM_240;;;;;1;AGRI;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;While the predicted log count of animals lost in Mokwakwaila was significantly greater than the units lost in the Sekgosese centre, the farmers in Bellevue lost 0.820 units less than the farmers in Sekgosese.;H14GLM_264;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;This view is supported by reports that suggest that the most exposed farming communities usually exhibit relatively low capacity for adaptation to drought conditions [13,17].;H14GLM_269;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;It is therefore possible that the difference in the vulnerability of the communities of the three agricultural centres in this study, explains why some agricultural centres were more vulnerable to the drought conditions than others.;H14GLM_270;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;In addition, drought-related concerns are felt more strongly by those who are employed and by married individuals who have financial responsibilities towards their households [48].;H14GLM_273;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;Widowed farmers demonstrated higher levels of drought vulnerability, losing more units (0.377) than farmers who were single.;H14GLM_274;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;It was therefore not surprising that for every unit increase in number of years in farming, the farmer lost an additional 0.022 unit of animals, which implies that farmers with more experience proved to be more drought vulnerable.;H14GLM_280;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;This further reinforces the view that more experienced farmers in the study area were more vulnerable to the drought conditions compared to their counter parts with less experience in farming.;H14GLM_284;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;The predicted log count of animals lost by farmers who did not receive support was 0.324 units greater than those who were provided with support.;H14GLM_285;;;;;1;ANIM;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;Failure to support farmers and the community during disastrous events leads to unsustainable coping strategies [30].;H14GLM_286;;;;;;;;;;;;;
The impact of the 2014–2016 drought in Greater Letaba Local Municipality: How the farmers coped and factors that were significantly associated with loss of animals;This explains why farmers who received support in this study, lost fewer animals compared to their counterparts who did not receive support during the drought.;H14GLM_287;;;;;1;ANIM;;;;1;INEQ;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Mental health morbidity may be associated with a hurricane's immediate impacts or with ongoing impacts in the weeks and months after a disaster.;FSHHH_4;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;In a study conducted by Paxson et al. [8] on the incidence of mental health outcomes of residents exposed to Hurricane Katrina, almost half of the survivors suffered from PTSD within 7 to 19 months after the disaster.;FSHHH_5;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;A rapid needs assessment conducted in 2006 by the CDC in New Orleans, Louisiana, demonstrated that almost 50% of residents suffered from some type of mental illness after Hurricane Katrina [7,9].;FSHHH_6;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;A study of residents exposed to Hurricane Sandy also showed that majority of survivors suffered some form of psychopathology (20% PTSD, 46% anxiety and 33% depression) [10].;FSHHH_7;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;First, evacuation can be a tedious and exhausting task that requires careful planning and demands resources like money, transportation, and physical assistance, which may be associated with emotional distress.;FSHHH_11;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Third, evacuees in shelters are more likely to experience disruptions in their daily pre-disaster routines (e.g. physical activity, jobs, access to hospital or clinic appointments, and prescription medications) [24].;FSHHH_13;1;MIND;;;;;;1;LVLH;;;1;STRAIN
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Similarly, the proportion of people that experienced suicidal thoughts increased from 2.8% to 6.4% [25].;FSHHH_16;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Catastrophic flooding associated with the storm displaced >30,000 people to evacuation shelters and flooded >135,000 homes and 1 million cars, making the storm both physically devastating and emotionally traumatizing [37–40].;FSHHH_23;1;MIND;;;;;;;;1;DISP;1;RESI, TRSP
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Studies have shown that experiencing a major hurricane is significantly associated with increases in various types of mental health outcomes, both immediately following the hurricane and in the years after the disaster [11–17].;FSHHH_72;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Experiencing multiple disasters, as many residents of the U.S. Gulf Coast have in the last two decades, has also been associated with poorer mental health in both the general population [44] and among postpartum women effected by Hurricane Gustav after being affected by Hurricane Katrina [45].;FSHHH_73;1;MIND, PREG;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Previous studies have shown that disasters may strengthen pre-existing socially structured inequalities [4,48].;FSHHH_82;;;;;;;;;;1;INEQ;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;Consistent with our study, previous research has also found negative associations between educational attainment and mental health distress after disaster [31,32].;FSHHH_85;1;MIND;;;;;;;;;;;
Factors associated with self reported mental health of residents exposed to Hurricane Harvey;However, residents of the Gulf Coast overall have higher levels of mental health distress and physical disability compared to the U.S. population [24].;FSHHH_95;1;MIND;;;;;;;;;;;
Effects of drought on freshwater ecosystem services in poverty-stricken mountain areas;The droughts in Guizhou resulted in a marked decline in the water yield and soil retention.;EFSFMP_75;;;1;AVLB;;;;;;;;;
Effects of drought on freshwater ecosystem services in poverty-stricken mountain areas;Nevertheless, nutrient retention in the study area experienced a slight increase.;EFSFMP_76;;;;;;;;;;;;;
Effects of drought on freshwater ecosystem services in poverty-stricken mountain areas;The decline in the annual water yield in Guizhou tended to be greater with the increase in drought severity (from mild drought to severe drought).;EFSFMP_77;;;;;;;;;;;;;
Effects of drought on freshwater ecosystem services in poverty-stricken mountain areas;Conversely, the annual nutrient retention in this area showed a gradual uptrend with the increase in drought severity.;EFSFMP_78;;;;;;;;;;;;;
Effects of drought on freshwater ecosystem services in poverty-stricken mountain areas;Mild and moderate droughts led to a downward trend of the annual water yield in most areas of Guizhou.;EFSFMP_80;;;1;AVLB;;;;;;;;;
